Name,Salary,Age,GP,GS,MIN,FG%,3P%,FT%,OR,DR,AST,STL,BLK,TO,PF,PTS,Position,SalaryCap
Markieff Morris,2063040,23,82,32,1837,0.407,0.336,0.732,131,265,108,77,64,104,209,670,PF,58044000
Michael Beasley,5750000,24,75,20,1554,0.405,0.313,0.746,52,230,111,31,34,144,107,759,SF,58044000
Shannon Brown,3500000,27,59,22,1402,0.42,0.277,0.784,44,105,108,59,15,74,92,617,SG,58044000
Jermaine O'Neal,1352181,34,55,4,1029,0.482,0,0.835,82,211,42,19,78,73,126,454,C,58044000
Wesley Johnson,4285560,25,50,21,953,0.407,0.323,0.771,21,102,34,22,18,48,56,399,SF,58044000
Kendall Marshall,1919160,21,48,3,702,0.371,0.315,0.571,4,38,143,22,4,57,48,143,PG,58044000
Marcus Morris,1959960,23,23,6,370,0.405,0.308,0.405,17,41,15,18,4,24,40,131,PF,58044000
Hamed Haddadi,1300000,27,17,0,235,0.459,0,0.52,33,54,8,5,21,27,45,69,C,58044000
Diante Garrett,473604,24,19,0,149,0.327,0.2,0.5,5,10,31,10,0,16,5,40,PG,58044000
Luke Zeller,473604,25,16,0,58,0.346,0.2,0,1,9,3,0,0,0,5,19,C,58044000
DeMarcus Cousins,3880800,22,75,74,2289,0.465,0.182,0.738,222,524,199,108,55,225,269,1280,C,58044000
Jason Thompson,5250000,26,82,81,2285,0.502,0,0.694,172,377,84,48,61,101,227,891,PF,58044000
John Salmons,8083000,33,76,72,2278,0.399,0.371,0.773,33,174,226,51,25,85,143,672,SF,58044000
Isaiah Thomas,762195,23,79,62,2122,0.44,0.358,0.882,29,132,316,67,3,140,167,1100,PG,58044000
Tyreke Evans,5251825,23,65,61,2016,0.478,0.338,0.775,56,231,229,90,27,128,133,987,SG,58044000
Marcus Thornton,7525000,25,72,8,1726,0.429,0.372,0.881,50,131,91,61,4,68,105,916,SG,58044000
Chuck Hayes,5486250,29,74,1,1209,0.442,0,0.625,113,186,112,31,18,44,114,198,C,58044000
Jimmer Fredette,2406240,23,69,0,967,0.421,0.417,0.859,19,52,92,31,3,68,64,494,SG,58044000
Aaron Brooks,3250000,28,46,20,959,0.459,0.378,0.769,12,66,108,29,7,63,89,366,PG,58044000
James Johnson,2812006,25,54,11,878,0.413,0.095,0.597,49,96,58,41,50,68,99,276,SF,58044000
Patrick Patterson,2096760,23,24,3,556,0.494,0.444,0.786,40,76,30,13,13,19,48,193,PF,58044000
Travis Outlaw,3000000,28,38,2,444,0.418,0.28,0.731,17,44,21,11,8,19,35,200,SF,58044000
Toney Douglas,2067880,26,22,0,376,0.43,0.389,1,11,37,58,31,1,25,42,135,PG,58044000
Cole Aldrich,2445480,24,15,0,175,0.568,0,0.727,18,45,3,2,14,9,19,50,C,58044000
Danny Green,3500000,25,80,80,2201,0.448,0.429,0.848,36,208,141,92,54,94,124,838,SG,58044000
Tony Parker,12500000,30,66,66,2174,0.522,0.353,0.845,18,180,499,54,6,170,92,1341,PG,58044000
Tim Duncan,9638554,36,69,69,2078,0.502,0.286,0.817,124,562,184,50,183,147,117,1227,C,58044000
Tiago Splitter,3944000,28,81,58,1997,0.56,0,0.73,144,371,130,63,64,100,161,838,PF,58044000
Kawhi Leonard,1861920,21,58,57,1810,0.494,0.374,0.825,63,283,93,97,32,62,99,689,SF,58044000
Boris Diaw,4500000,30,75,20,1709,0.539,0.385,0.723,66,188,180,52,27,84,143,435,PF,58044000
Gary Neal,854389,28,68,17,1484,0.412,0.355,0.865,13,130,129,30,2,69,93,645,SG,58044000
Manu Ginobili,14107492,35,60,0,1393,0.425,0.353,0.796,30,171,274,80,13,132,114,705,SG,58044000
Stephen Jackson,10059750,34,55,6,1075,0.373,0.271,0.7,22,133,80,37,14,77,89,341,SF,58044000
Nando De Colo,1400000,25,72,6,920,0.436,0.378,0.795,23,115,138,41,6,81,87,276,SG,58044000
Matt Bonner,3630000,32,68,4,909,0.487,0.442,0.733,25,104,36,17,19,16,86,288,PF,58044000
DeJuan Blair,1054000,23,61,16,851,0.524,0,0.629,66,164,45,37,10,49,112,328,PF,58044000
Patrick Mills,1085120,24,58,2,656,0.469,0.4,0.842,9,41,62,26,4,39,55,294,PG,58044000
Cory Joseph,1105560,21,28,9,388,0.464,0.286,0.857,12,40,53,15,4,21,25,126,PG,58044000
Aron Baynes,401170,26,16,0,141,0.5,0,0.583,12,20,5,1,6,11,23,43,C,58044000
James Anderson,145749,23,10,0,94,0.44,0.455,0.778,3,11,9,3,2,7,7,34,SF,58044000
Martell Webster,1600000,26,76,62,2200,0.442,0.422,0.848,53,241,143,49,17,90,166,869,SF,58044000
Emeka Okafor,13490000,30,79,77,2052,0.477,0,0.571,199,493,93,45,77,107,145,765,C,58044000
Bradley Beal,4133280,19,56,46,1745,0.41,0.386,0.786,43,168,137,50,29,90,113,780,SG,58044000
Kevin Seraphin,1797600,23,79,8,1721,0.461,0,0.693,107,239,57,24,59,130,211,721,C,58044000
Nene Hilario,13000000,30,61,49,1659,0.48,0,0.729,101,306,177,55,37,139,171,766,PF,58044000
John Wall,5915880,22,49,42,1602,0.441,0.267,0.804,35,161,373,65,37,157,117,906,PG,58044000
Trevor Ariza,7258960,27,56,15,1471,0.417,0.364,0.821,44,222,113,72,20,84,72,530,SF,58044000
A.J. Price,885120,26,57,22,1278,0.39,0.35,0.79,20,94,205,33,3,64,73,441,PG,58044000
Garrett Temple,572943,26,51,36,1156,0.407,0.325,0.703,29,94,115,50,17,61,94,262,SG,58044000
Chris Singleton,1596360,23,57,11,924,0.382,0.194,0.571,51,133,37,38,24,45,124,231,PF,58044000
Trevor Booker,1385280,25,48,14,887,0.491,0,0.556,98,141,40,32,16,31,95,256,PF,58044000
Cartier Martin,915852,28,41,3,694,0.381,0.397,0.714,11,89,20,19,6,32,58,270,SF,58044000
Jan Vesely,3294960,22,51,4,601,0.5,0,0.308,43,79,28,15,17,27,107,126,PF,58044000
Shaun Livingston,256240,27,17,4,320,0.364,0,1,2,35,38,11,2,17,22,63,PF,58044000
Shelvin Mack,67253,22,7,2,141,0.4,0.308,0.5,3,13,23,6,0,8,10,37,PG,58044000
Earl Barron,358600,31,11,1,122,0.351,0,0.4,16,27,3,5,5,10,23,28,PG,58044000
Jannero Pargo,115122,33,7,0,102,0.25,0.15,1,0,6,14,0,1,8,8,21,PG,58044000
Jason Collins,1352181,34,6,2,54,0.167,0,1,1,7,2,2,4,2,11,4,C,58044000
Kemba Walker,2532960,22,82,82,2859,0.423,0.322,0.798,60,223,471,160,31,200,153,1455,PG,58044000
Bismack Biyombo,3007920,20,80,65,2186,0.451,0,0.521,194,388,35,28,143,82,195,386,C,58044000
Gerald Henderson,3101327,25,68,58,2133,0.447,0.33,0.824,55,195,177,68,34,108,149,1055,SG,58044000
Michael Kidd-Gilchrist,4602720,19,78,77,2025,0.458,0.222,0.749,131,324,117,54,70,101,164,704,SF,58044000
Ramon Sessions,5000000,26,61,0,1652,0.408,0.308,0.839,27,142,230,48,7,104,91,876,SG,58044000
Ben Gordon,12400000,29,75,0,1560,0.408,0.387,0.843,18,112,141,35,16,136,134,840,SG,58044000
Byron Mullens,2253306,23,53,41,1428,0.385,0.317,0.646,71,266,81,34,32,74,110,564,PF,58044000
Brendan Haywood,2050000,33,61,17,1162,0.431,0,0.455,125,165,29,16,49,50,125,216,C,58044000
Josh McRoberts,3135000,25,26,19,802,0.505,0.241,0.782,52,136,71,22,15,38,66,242,PF,58044000
Jeff Adrien,804131,26,52,5,713,0.429,0,0.65,68,128,36,18,27,32,80,209,PF,58044000
Reggie Williams,2612500,26,40,0,380,0.432,0.306,0.476,8,43,39,12,1,19,19,146,SF,58044000
Tyrus Thomas,8000000,26,26,2,360,0.353,0.375,0.839,16,44,19,14,15,17,51,125,PF,58044000
DeSagana Diop,7372200,31,22,1,226,0.296,0,0,10,41,13,5,16,8,19,16,C,58044000
Cory Higgins,44835,23,6,0,32,0.316,0.2,0.5,1,2,5,3,0,0,5,14,SG,58044000
Al Horford,12000000,26,74,74,2756,0.543,0.5,0.644,195,562,240,78,78,147,163,1289,C,58044000
Josh Smith,13200000,27,76,76,2683,0.465,0.303,0.517,133,506,321,94,136,226,175,1327,PF,58044000
Jeff Teague,2433077,24,80,78,2628,0.451,0.359,0.881,25,155,579,117,28,230,181,1166,PG,58044000
Kyle Korver,5000000,31,74,60,2259,0.461,0.457,0.859,23,270,146,70,37,70,170,810,SF,58044000
Devin Harris,8500000,29,58,34,1421,0.438,0.335,0.727,6,110,197,64,13,88,103,577,SG,58044000
DeShawn Stevenson,2240450,31,56,31,1158,0.374,0.364,0.522,18,104,52,29,6,23,69,284,SG,58044000
Zaza Pachulia,5248750,28,52,15,1134,0.473,0,0.757,132,204,79,35,12,70,128,306,C,58044000
Lou Williams,5000000,26,39,9,1119,0.422,0.367,0.868,8,72,139,44,10,74,55,551,SG,58044000
Ivan Johnson,962195,28,69,5,1035,0.52,0.077,0.618,76,190,46,56,14,71,131,452,PF,58044000
Anthony Tolliver,915852,27,62,11,963,0.38,0.338,0.863,31,124,32,15,12,36,66,253,SF,58044000
John Jenkins,1204560,21,61,2,902,0.446,0.384,0.843,17,77,56,12,10,40,37,374,SG,58044000
Dahntay Jones,2900000,32,28,4,381,0.39,0.25,0.677,11,20,20,12,1,16,46,88,SF,58044000
Mike Scott,473604,24,40,1,376,0.476,0,0.768,39,71,12,4,2,21,32,183,PF,58044000
Johan Petro,3500000,27,31,8,352,0.436,0.25,0.917,33,79,16,10,9,24,48,108,C,58044000
Jannero Pargo,165487,33,7,0,113,0.342,0.35,1,1,6,19,3,0,5,8,35,PG,58044000
Jeremy Tyler,762195,21,1,0,5,0,0,0,0,3,0,0,0,0,0,0,C,58044000
LeBron James,17545000,28,76,76,2877,0.565,0.406,0.753,97,513,551,129,67,226,110,2036,PF,58044000
Chris Bosh,17545000,28,74,74,2454,0.535,0.284,0.798,131,370,123,66,101,128,168,1232,C,58044000
Dwyane Wade,17182000,31,69,69,2391,0.521,0.258,0.725,86,258,352,128,56,194,140,1463,SG,58044000
Mario Chalmers,4000000,26,77,77,2068,0.429,0.409,0.795,19,152,273,118,12,119,196,666,PG,58044000
Ray Allen,3090000,37,79,0,2035,0.449,0.419,0.886,40,177,135,67,15,103,129,863,SG,58044000
Shane Battier,3135000,34,72,20,1786,0.42,0.43,0.842,37,128,72,41,55,34,149,472,SF,58044000
Norris Cole,1082520,24,80,4,1590,0.421,0.357,0.65,18,112,164,57,7,104,155,445,PG,58044000
Udonis Haslem,4060000,32,75,59,1414,0.514,0,0.711,97,307,38,30,15,45,173,290,PF,58044000
Mike Miller,5800000,32,59,17,900,0.433,0.417,0.727,18,139,99,21,4,35,63,281,SF,58044000
Rashard Lewis,1352181,33,55,9,792,0.414,0.389,0.622,19,102,30,21,14,33,67,285,PF,58044000
Chris Andersen,699952,34,42,0,624,0.577,0.667,0.677,57,115,17,16,44,24,89,207,C,58044000
Joel Anthony,3750000,30,62,3,566,0.515,0,0.607,45,70,13,13,42,22,49,87,C,58044000
James Jones,1500000,32,38,0,221,0.344,0.302,0.5,0,22,13,2,6,3,16,60,SF,58044000
Jarvis Varnado,275805,24,8,0,40,0.333,0,0,1,5,2,0,2,5,9,2,PF,58044000
Josh Harrellson,354197,23,6,0,31,0.444,0.2,0.5,3,4,0,1,1,3,4,10,C,58044000
Terrel Harris,186656,25,7,0,29,0.25,0,0.75,4,5,2,0,0,4,3,10,SG,58044000
Monta Ellis,11000000,27,82,82,3076,0.416,0.287,0.773,45,271,496,169,36,254,164,1577,SG,58044000
Brandon Jennings,3179493,23,80,80,2897,0.399,0.375,0.819,59,187,521,125,10,203,155,1397,PG,58044000
Ersan Ilyasova,7900000,25,73,54,2012,0.462,0.444,0.796,154,366,117,68,36,75,185,962,PF,58044000
Mike Dunleavy,3750000,32,75,3,1943,0.442,0.428,0.82,31,260,145,39,35,90,135,785,SF,58044000
Larry Sanders,1991760,24,71,55,1937,0.506,0,0.618,224,448,83,53,201,87,233,696,C,58044000
Luc Mbah a Moute,4795192,26,58,45,1326,0.401,0.351,0.571,89,167,55,42,14,70,82,387,SF,58044000
Ekpe Udoh,3524880,25,76,9,1312,0.435,0,0.748,113,138,43,39,85,43,139,323,C,58044000
Marquis Daniels,1229255,32,59,33,1085,0.376,0.278,0.741,48,102,65,51,10,45,77,324,SF,58044000
John Henson,1823280,22,63,9,827,0.482,0,0.533,116,181,31,19,42,47,83,380,PF,58044000
J.J. Redick,6190000,28,28,2,804,0.403,0.318,0.918,8,44,76,9,4,33,47,344,SG,58044000
Samuel Dalembert,6698565,31,47,23,765,0.542,1,0.691,105,171,21,17,53,51,90,313,C,58044000
Gustavo Ayon,1500000,27,12,0,163,0.595,0,0.083,20,39,12,9,4,9,24,51,C,58044000
Drew Gooden,6687400,31,16,0,151,0.328,0.2,0.688,13,18,6,5,6,9,21,52,C,58044000
Ish Smith,854389,24,16,0,138,0.395,0.4,0,1,14,30,8,3,10,12,38,PG,58044000
Joel Przybilla,1352181,33,12,1,68,0.25,0,0,5,16,4,1,2,4,10,2,C,58044000
Luol Deng,13305000,27,75,75,2903,0.426,0.322,0.816,162,314,222,81,32,144,105,1237,SF,58044000
Carlos Boozer,15000000,31,79,79,2546,0.477,0,0.731,175,596,179,66,28,176,239,1281,PF,58044000
Joakim Noah,11300000,27,66,64,2426,0.481,0,0.751,260,473,262,78,141,176,185,784,C,58044000
Jimmy Butler,1097520,23,82,20,2134,0.467,0.381,0.803,136,192,115,78,31,62,97,705,SF,58044000
Nate Robinson,1146337,28,82,23,2086,0.433,0.405,0.799,29,155,358,85,10,144,207,1074,PG,58044000
Marco Belinelli,1957000,26,73,27,1882,0.395,0.357,0.839,13,127,148,44,6,82,140,702,SG,58044000
Kirk Hinrich,3941000,32,60,60,1764,0.377,0.39,0.714,16,142,314,63,25,99,192,459,PG,58044000
Taj Gibson,2155811,27,65,5,1459,0.485,0,0.679,125,220,61,27,90,76,166,517,PF,58044000
Richard Hamilton,5000000,34,50,45,1088,0.429,0.308,0.857,16,67,119,24,5,84,93,490,SG,58044000
Nazr Mohammed,1352181,35,63,12,693,0.367,0,0.723,73,122,26,21,32,24,97,166,C,58044000
Marquis Teague,1028400,19,48,0,392,0.381,0.174,0.563,3,41,63,9,7,35,47,99,PG,58044000
Daequan Cook,589769,25,33,0,276,0.278,0.246,0.778,2,41,9,2,5,9,13,82,SG,58044000
Vladimir Radmanovic,1352181,32,25,0,144,0.302,0.185,0.667,10,18,8,8,4,7,29,33,PF,58044000
Greg Monroe,3217680,22,81,81,2687,0.486,0,0.689,236,541,281,105,55,234,190,1298,C,58044000
Brandon Knight,2755560,21,75,75,2365,0.407,0.367,0.733,54,193,303,58,8,205,157,999,PG,58044000
Kyle Singler,1000000,24,82,74,2293,0.428,0.35,0.806,109,221,77,57,37,98,217,720,SF,58044000
Rodney Stuckey,8500000,26,76,24,2171,0.406,0.302,0.783,43,169,270,51,17,134,127,876,SG,58044000
Jason Maxiell,5000000,29,72,71,1789,0.446,0,0.621,135,274,54,32,95,81,172,498,PF,58044000
Andre Drummond,2356320,19,60,10,1243,0.608,0.5,0.371,169,288,30,59,95,57,144,476,C,58044000
Will Bynum,3250000,30,65,0,1219,0.469,0.316,0.809,28,69,231,45,5,125,128,636,PG,58044000
Charlie Villanueva,8060000,28,69,0,1092,0.377,0.347,0.551,49,192,54,31,39,39,96,467,PF,58044000
Jonas Jerebko,4500000,25,49,2,892,0.449,0.301,0.773,68,117,43,38,8,42,90,377,PF,58044000
Jose Calderon,11046591,31,28,28,887,0.527,0.52,0.893,6,64,185,30,2,51,41,326,PG,58044000
Khris Middleton,473604,21,27,0,475,0.44,0.311,0.844,4,46,28,15,4,11,53,165,SG,58044000
Kim English,473604,24,41,0,407,0.375,0.28,0.724,8,29,26,16,3,19,46,119,SG,58044000
Corey Maggette,10924138,33,18,0,257,0.355,0.238,0.75,5,20,19,6,2,17,42,95,SF,58044000
Paul George,2574120,22,79,79,2972,0.419,0.362,0.807,88,515,327,143,51,233,227,1377,SF,58044000
George Hill,8000000,26,76,76,2620,0.443,0.368,0.817,47,237,355,81,26,116,134,1076,PG,58044000
David West,10000000,32,73,73,2435,0.498,0.211,0.768,145,418,213,74,69,157,149,1250,PF,58044000
Lance Stephenson,870000,22,78,72,2278,0.46,0.33,0.652,47,257,223,81,16,109,162,687,SG,58044000
Roy Hibbert,13686750,26,79,79,2269,0.448,0.25,0.741,296,360,113,39,206,162,279,937,C,58044000
Tyler Hansbrough,3055259,27,81,8,1366,0.432,0,0.72,161,212,36,29,18,78,152,568,PF,58044000
Ian Mahinmi,4000000,26,80,2,1322,0.453,0,0.608,115,196,27,39,66,92,201,402,C,58044000
D.J. Augustin,3500000,25,76,5,1226,0.35,0.353,0.838,20,71,170,34,3,68,64,356,PG,58044000
Gerald Green,3500000,27,60,7,1080,0.366,0.314,0.8,31,110,50,19,23,53,64,421,SF,58044000
Sam Young,723716,27,56,3,693,0.392,0.308,0.535,26,97,42,15,8,33,62,155,SG,58044000
Orlando Johnson,550000,23,51,0,619,0.4,0.383,0.719,20,90,47,11,9,29,51,203,SG,58044000
Ben Hansbrough,473604,25,28,0,200,0.333,0.261,0.778,2,16,21,7,2,18,23,57,PG,58044000
Danny Granger,13058606,29,5,0,74,0.286,0.2,0.625,3,6,3,2,1,4,6,27,SF,58044000
Miles Plumlee,1073280,24,14,0,55,0.238,0,0.75,12,10,2,0,3,3,5,13,C,58044000
Dominic McGuire,122625,27,2,1,12,0,0,0,1,1,1,0,0,0,0,0,SF,58044000
Tristan Thompson,4006080,21,82,82,2564,0.488,0,0.608,306,467,108,60,71,123,234,957,PF,58044000
Alonzo Gee,3500000,25,82,82,2541,0.41,0.315,0.795,75,245,133,107,29,132,199,842,SF,58044000
Kyrie Irving,5530080,20,59,59,2048,0.452,0.391,0.855,34,182,350,89,21,191,146,1325,PG,58044000
Tyler Zeller,1563120,23,77,55,2033,0.438,0,0.764,159,279,96,35,70,95,251,610,C,58044000
Dion Waiters,3726600,21,61,48,1756,0.412,0.31,0.746,22,127,183,59,16,121,113,894,SG,58044000
C.J. Miles,2225000,25,65,13,1364,0.415,0.384,0.869,24,150,63,49,17,69,138,729,SF,58044000
Shaun Livingston,768720,27,49,12,1135,0.507,0,0.843,29,92,177,37,29,59,105,354,PG,58044000
Wayne Ellington,2083042,25,38,17,985,0.439,0.371,0.898,20,94,62,29,2,33,43,396,SG,58044000
Daniel Gibson,4792332,26,46,3,919,0.34,0.344,0.703,5,55,82,30,4,31,89,250,PG,58044000
Anderson Varejao,8368182,30,25,25,901,0.478,0,0.755,138,223,84,37,14,44,68,353,C,58044000
Luke Walton,6091363,32,50,0,857,0.392,0.299,0.5,38,107,166,42,13,60,98,172,PF,58044000
Marreese Speights,4200000,25,39,1,721,0.457,0.2,0.806,70,127,29,14,26,45,89,396,C,58044000
Omri Casspi,2277306,24,43,1,503,0.394,0.329,0.537,20,94,28,25,12,22,45,173,SF,58044000
Jeremy Pargo,762195,26,25,11,447,0.401,0.316,0.683,7,25,64,12,2,37,32,196,PG,58044000
Kevin Jones,390027,23,32,0,334,0.402,0,0.6,38,40,10,9,5,8,25,95,PF,58044000
Donald Sloan,251076,25,20,0,257,0.346,0.368,0.8,3,25,37,5,0,13,17,81,SG,58044000
Samardo Samuels,341756,24,18,1,196,0.367,0,0.583,10,18,8,3,3,6,30,58,C,58044000